T,p,q,sell_agg
1789135515920,79455.5,0.3,True
1789135515951,79455.6,3.807,False
1789135516020,79455.5,0.012,True
1789135516040,79455.6,0.036,False
1789135516054,79455.5,1.573,True
1789135516133,79455.6,0.231,False
1789135516191,79455.9,0.002,False
1789135516202,79458.2,0.001,False
1789135516240,79458.1,0.001,True
1789135516266,79458.2,0.002,False
1789135516297,79458.1,0.125,True
1789135516334,79458.2,0.001,False
1789135516350,79458.1,0.008,True
1789135516388,79458.2,0.001,False
1789135516433,79458.1,0.213,True
1789135516542,79458.1,0.259,True
1789135516684,79458.1,0.079,True
1789135516734,79458.2,0.01,False
1789135516743,79458.1,0.004,True
1789135516764,79458.2,0.003,False
1789135516805,79458.1,0.143,True
1789135516840,79458.2,0.011,False
1789135516891,79458.1,0.04,True
1789135516895,79458.2,0.12,False
1789135516954,79458.1,0.007,True
1789135517001,79458.2,0.003,False
1789135517026,79458.1,0.014,True
1789135517040,79458.2,0.002,False
1789135517085,79458.1,0.022,True
1789135517218,79458.2,0.015,False
1789135517235,79458.1,0.55,True
1789135517325,79458.2,0.078,False
1789135517360,79458.1,0.05,True
1789135517392,79458.2,0.006,False
1789135517393,79458.1,0.002,True
1789135517405,79458.2,0.506,False
1789135517493,79458.1,0.454,True
1789135517614,79458.1,0.138,True
1789135517684,79458.2,0.004,False
1789135517688,79458.1,0.017,True
1789135517816,79458.1,0.137,True
1789135517938,79458.2,0.025,False
1789135518026,79458.1,0.033,True
1789135518105,79458.2,0.004,False
1789135518163,79458.1,0.808,True
1789135518200,79458.2,0.039,False
1789135518264,79458.1,0.283,True
1789135518315,79458.2,0.005,False
1789135518364,79458.1,0.112,True
1789135518408,79458.2,0.001,False
1789135518436,79458.1,1.282,True
1789135518534,79458.0,0.025,True
1789135518834,79458.0,0.088,True
1789135518848,79458.1,0.319,False
1789135518849,79458.6,0.002,False
1789135518850,79458.9,0.01,False
1789135518851,79459.4,0.001,False
1789135518852,79460.5,0.001,False
1789135518856,79461.0,0.025,True
1789135518973,79461.0,0.009,True
1789135518998,79461.1,0.136,False
1789135518999,79463.1,0.024,False
1789135519000,79463.3,0.004,False
1789135519001,79464.0,0.002,False
1789135519002,79465.3,0.001,False
1789135519003,79466.1,0.001,False
1789135519005,79468.2,0.016,False
1789135519008,79468.1,0.175,True
1789135519109,79468.2,0.027,False
1789135519112,79468.3,0.003,False
1789135519114,79471.1,0.002,False
