t,close
2024-07-24 00:00:00,7.033
2024-07-24 08:00:00,6.99
2024-07-24 16:00:00,6.806
2024-07-25 00:00:00,6.621
2024-07-25 08:00:00,6.638
2024-07-25 16:00:00,6.615
2024-07-26 00:00:00,6.811
2024-07-26 08:00:00,6.9
2024-07-26 16:00:00,6.978
2024-07-27 00:00:00,7.251
2024-07-27 08:00:00,7.152
2024-07-27 16:00:00,7.135
2024-07-28 00:00:00,6.953
2024-07-28 08:00:00,6.925
2024-07-28 16:00:00,6.842
2024-07-29 00:00:00,7.042
2024-07-29 08:00:00,6.81
2024-07-29 16:00:00,6.755
2024-07-30 00:00:00,6.819
2024-07-30 08:00:00,6.764
2024-07-30 16:00:00,6.588
2024-07-31 00:00:00,6.603
2024-07-31 08:00:00,6.569
2024-07-31 16:00:00,6.406
2024-08-01 00:00:00,6.309
2024-08-01 08:00:00,6.202
2024-08-01 16:00:00,6.405
2024-08-02 00:00:00,6.243
2024-08-02 08:00:00,6.072
2024-08-02 16:00:00,6.004
2024-08-03 00:00:00,5.922
2024-08-03 08:00:00,5.741
2024-08-03 16:00:00,5.574
2024-08-04 00:00:00,5.523
2024-08-04 08:00:00,5.34
2024-08-04 16:00:00,5.336
2024-08-05 00:00:00,4.806
2024-08-05 08:00:00,5.062
2024-08-05 16:00:00,4.98
2024-08-06 00:00:00,5.26
2024-08-06 08:00:00,5.225
2024-08-06 16:00:00,5.13
2024-08-07 00:00:00,5.269
2024-08-07 08:00:00,5.086
2024-08-07 16:00:00,5.078
2024-08-08 00:00:00,5.261
2024-08-08 08:00:00,5.491
2024-08-08 16:00:00,5.762
2024-08-09 00:00:00,5.761
2024-08-09 08:00:00,5.654
2024-08-09 16:00:00,5.744
2024-08-10 00:00:00,5.813
2024-08-10 08:00:00,6.25
2024-08-10 16:00:00,6.267
2024-08-11 00:00:00,6.184
2024-08-11 08:00:00,6.013
2024-08-11 16:00:00,5.725
2024-08-12 00:00:00,5.949
2024-08-12 08:00:00,6.544
2024-08-12 16:00:00,6.433
2024-08-13 00:00:00,6.251
2024-08-13 08:00:00,6.538
2024-08-13 16:00:00,6.791
2024-08-14 00:00:00,6.825
2024-08-14 08:00:00,6.647
2024-08-14 16:00:00,6.679
2024-08-15 00:00:00,6.599
2024-08-15 08:00:00,6.368
2024-08-15 16:00:00,6.224
2024-08-16 00:00:00,6.25
2024-08-16 08:00:00,5.874
2024-08-16 16:00:00,5.911
2024-08-17 00:00:00,5.897
2024-08-17 08:00:00,5.79
2024-08-17 16:00:00,5.817
2024-08-18 00:00:00,5.831
2024-08-18 08:00:00,5.84
2024-08-18 16:00:00,5.779
2024-08-19 00:00:00,5.894
2024-08-19 08:00:00,5.949
2024-08-19 16:00:00,6.043
2024-08-20 00:00:00,6.25
2024-08-20 08:00:00,6.017
2024-08-20 16:00:00,6.051
2024-08-21 00:00:00,6.224
2024-08-21 08:00:00,6.105
2024-08-21 16:00:00,6.352
2024-08-22 00:00:00,6.385
2024-08-22 08:00:00,6.36
2024-08-22 16:00:00,6.503
2024-08-23 00:00:00,6.805
2024-08-23 08:00:00,6.892
2024-08-23 16:00:00,7.091
2024-08-24 00:00:00,7.118
2024-08-24 08:00:00,7.246
2024-08-24 16:00:00,7.152
2024-08-25 00:00:00,6.851
2024-08-25 08:00:00,7.302
2024-08-25 16:00:00,7.333
2024-08-26 00:00:00,7.175
2024-08-26 08:00:00,7.12
2024-08-26 16:00:00,7.009
2024-08-27 00:00:00,7.231
2024-08-27 08:00:00,7.225
2024-08-27 16:00:00,6.829
2024-08-28 00:00:00,6.546
2024-08-28 08:00:00,6.881
2024-08-28 16:00:00,6.733
2024-08-29 00:00:00,6.8
2024-08-29 08:00:00,7.133
2024-08-29 16:00:00,6.79
2024-08-30 00:00:00,6.912
2024-08-30 08:00:00,6.402
2024-08-30 16:00:00,6.709
2024-08-31 00:00:00,6.718
2024-08-31 08:00:00,6.637
2024-08-31 16:00:00,6.482
2024-09-01 00:00:00,6.388
2024-09-01 08:00:00,6.291
2024-09-01 16:00:00,6.161
2024-09-02 00:00:00,6.147
2024-09-02 08:00:00,6.225
2024-09-02 16:00:00,6.353
2024-09-03 00:00:00,6.339
2024-09-03 08:00:00,6.067
2024-09-03 16:00:00,6.128
2024-09-04 00:00:00,6.155
2024-09-04 08:00:00,6.249
2024-09-04 16:00:00,6.119
2024-09-05 00:00:00,5.89
2024-09-05 08:00:00,5.749
2024-09-05 16:00:00,5.771
2024-09-06 00:00:00,5.765
2024-09-06 08:00:00,5.799
2024-09-06 16:00:00,5.701
2024-09-07 00:00:00,5.86
2024-09-07 08:00:00,5.899
2024-09-07 16:00:00,5.85
2024-09-08 00:00:00,6.007
2024-09-08 08:00:00,5.863
2024-09-08 16:00:00,6.036
2024-09-09 00:00:00,6.125
2024-09-09 08:00:00,6.146
2024-09-09 16:00:00,6.297
2024-09-10 00:00:00,6.203
2024-09-10 08:00:00,6.169
2024-09-10 16:00:00,6.272
2024-09-11 00:00:00,6.133
2024-09-11 08:00:00,6.074
2024-09-11 16:00:00,6.09
2024-09-12 00:00:00,6.169
2024-09-12 08:00:00,6.063
2024-09-12 16:00:00,6.174
2024-09-13 00:00:00,6.141
2024-09-13 08:00:00,6.27
